review_text,actual_stars,predicted_stars,explanation,valid_json,correct
"We had a group reservation for The Old Town Tortilla Factory, that was great. The problem was that was about all that was great about the place. The credit card machine in the bar was down for the time we were waiting for our table, chips and salsa was $7 and the food was not really good at all. I had asked our waitress about two items and she suggested the restaurants signature dish Pollo Margarita, stuffed chicken breast with chiptole mashed potato cake and seasonal vegetables. The chicken was extremely dry the stuffing was bland and the mashed potato cake was the same bland and dry. The only thing good to eat was the freshly made tortillas.",2,2,"The review starts with a positive note on the reservation and mentions good tortillas, but focuses on multiple negatives including a down credit card machine, high price for chips and salsa, and critically poor food quality (dry chicken, bland stuffing), leading to a mostly negative experience.",True,True
"Well what can i say, if you like a club atmosphere and girls have naked walking around at night  this is your type of place.  It felt to me like this hotel was trying to be a hotel that you would find in vegas.  the rooms are overpriced, there is no storage in them and they give you like 5 hangers total.  The water here is awful so dont drink it.  The pool area is nice, and the room service is very quick.  So those aspects of this hotel are nice.  I am not sure i would spend 300 buks to stay here though again.  I am not really into the party scene but if you are this might be your kind of place.  Id rather be at a pub bar or sports bar personally but to each their own!",2,2,"The review highlights several negative aspects: rooms are overpriced, lack storage and hangers, water is awful, and the reviewer is unwilling to pay $300 again. Positive points like a nice pool and quick room service are acknowledged but are outweighed by the negatives. The overall sentiment is mostly negative with minor positives, fitting a 2-star rating.",True,True
"Took almost 45 mins for a oil change (they told me 20 mins when I got there) and it cost something like that as well...  Slow and expensive, not 2 things I like associated with my lube jobs.",2,1,"The review expresses strong dissatisfaction with slow service (45 minutes vs. promised 20 minutes) and high cost, with no positive aspects mentioned, indicating extreme negative sentiment.",True,False
"I've been here a few times now and I would say it is decent, slightly overpriced Mexican food. Their regular dishes are just OK. I have had their tacos and enchiladas and prefer Arriba's (right next door) or Carlos O'briens, just down the street. There is even some mom and pop place by my apartments that equates to the quality and taste. 

What I like about Los Olivos is their Nachos. OMG this thing is huge. Imagine a large pizza in your head and then replace that image with the same size plate of nachos. I am not even kidding. Four or more people could munch on this. They do it exactly how I like it too, lots of cheese, tomatoes, jalapenos, sour cream, and guacamole. YUM 

That is what has been keeping me coming back, but after the other night I feel I am sure to find somewhere whose nachos make me just as happy. 

Every time I have been here, it has been dead. And last time I came at prime dinner time. Then why is the service so awful? This kid kept coming up to our table and trying to take things. We weren't even half way done with our nachos when he asked while I'm in MID BITE ""are you finished with that"" not only asking but reaching his hand to grab the plate! And this happened repeatedly as we tried to finish our food. I don't know if they wanted us out of there or what. And then for someone who was so ""attentive"" I waited for 5-10 minutes for a drink refill (make the glasses clear and it won't be so hard to tell if I need more) 

My friend and I left full but irritated. If I thought the quality of service was a one time thing I wouldn't even put this review up...but the fact of the matter is when you are paying for overpriced Mexican food in North Scottsdale, it isn't as if your options are slim. 

My advice, go next door to Arriba's. Good food and GREAT service!",2,2,"The review highlights one positive aspect—the nachos are highly praised and keep the customer returning—but this is overshadowed by multiple negatives: the regular dishes are just OK and overpriced, service is consistently awful with inattentive and rude behavior, and the reviewer recommends going elsewhere. The overall sentiment is mostly negative with few positives.",True,True
"I had high hopes for this restaurant, but to be honest, it let me down.  The wild mushroom and goat cheese salad was phenomenal.  From there it was downhill.  Great ambiance, though I think they are trying too hard to be a steakhouse.  

Most importantly though...  Given it is a seafood restaurant, they sure didn't know how to cook my fish.  It was fried and oily (and was not marketed that way on the menu!)  I wanted something light and left feeling like I ate a ton of bricks.  My friend's scallops - she said they were ""okay"" and not better than that.

Oh, and the prices are set as if it were a steakhouse too. (Note: if it were, which it's not.)

Mediocre at best.",2,2,"The review acknowledges a phenomenal salad and great ambiance, but heavily criticizes the poorly cooked seafood (fried and oily fish, mediocre scallops), mismatched pricing, and overall disappointing experience, resulting in a mostly negative sentiment with few positives.",True,True
"Food was decent, not too sure how this place is getting such rave reviews though...

Probably the most expensive Mexican place of it's style. $25 for a burro, two tostadas, and two mini-tacos. Seriously?! Also, no free refills or chips/salsa.

Are we going back? No.",2,2,"The review has one mild positive aspect (food described as 'decent'), but it is dominated by strong negative comments about high prices, poor value, lack of free refills/chips/salsa, and a definitive statement about not returning. The overall sentiment is mostly negative with few positives, aligning with a 2-star rating.",True,True
"If you just need a roof over your head I suppose this will do. Don't expect things to be easy for you though. I arrived on Friday shortly before 2pm and wanted to check in early. The pregnant woman at the desk (the one that smells like cigarettes and has track-marks up and down her arms) said the room wasn't ready yet, so I left and drove around to take in the sites.

Coming back an hour later (now officially check-in time), I was told that that room STILL wasn't ready. How long does it take to clean a room? You've got 100 other rooms, put me in one of those! She left me standing at the desk while she went out and found a room that was ready. Finally.

This is the first place I've ever stayed that wasn't a converted B&B that had hardwood floors. Hardwood floors are cute when you're staying in somebody's house-turned-hotel, but in an actual motel? I felt like I was staying in a hospital room.

Sparse furnishings include: 12"" TV, 2 hand towels, 1 wash cloth, 1 towel, huge desk that takes up more space than it should, and a scratchy bed. 

Like I said, it's an okay place if you just need a place to sleep.",2,2,"The review is overwhelmingly negative, highlighting major issues such as delayed check-in, unprofessional staff behavior, sparse furnishings, and an uncomfortable room resembling a hospital. The only faint positive is that it serves as basic shelter, which aligns with 'mostly negative with few positives' for 2 stars.",True,True
"This place was a disappointment.  

I'm a big fan of a good Italian Beef sandwich.  I was introduced to it when I lived in the Chicago area in 2001.  Since I've moved back to AZ, I am always in search of a good one.  Lately, on my way to Anaheim for a little family fun, I stop at Portillo's in Buena Park or Moreno Valley.  This is a must.  Needless to say this is what I compare Italian Beef sandwiches to.

The Italian Beef sandwich at Al's just did not compare.  Not only was the beef dry even though I got it wet, but it just tasted different.  It was definitely an unexpected taste for me.  The rest of the family agreed too.  The hype was there but did not deliver or meet my expectations for me.

To top it off, the service wasn't the best either.  It took a few times for the cashier to get the order right.  And even though the order was right they still managed to screw up one of the items we ordered.  Though they did rectify it.  And to top it off, we ordered a ""chopped"" salad.  The lettuce wasn't even chopped.  What?  Not chopped?  It's the little things.

We ended up leaving disappointed.  It was a bust for us and definitely not worth the trek from Chandler.",2,2,"The review is mostly negative, citing issues with the food (dry Italian Beef sandwich, unexpected taste) and service (order mistakes, unchopped salad). The only minor positive was that the restaurant rectified one error, but overall, the experience was disappointing and did not meet expectations, leading to a low rating.",True,True
"This place is essentially a copy of the old Father's Office (www.fathersoffice.com) in Brentwood, CA.  It took me a while to get over that fact and give it a decent try.  Among the things Delux has copied from FO is the famous ""Office Burger,"" which Delux calls the ""Delux Burger.""  They also bring out the fries in a shopping cart just like Father's Office.  What Delux fails to copy, however, is the quality of the food and the high-end nature of the original.  At FO, the wines changed weekly and are all incredibly rare selections.  The beers at FO also tend towards the more obscure.  Delux seems to concentrate almost exclusively on beers and does have a decent selection, but nothing you can't find elsewhere.  Wines are available, but as an afterthought, and definitely not of the quality served at FO.  For Phoenicians who never experienced the joys associated with the original Father's Office, you're missing out.  It's like being an Eric Clapton fan but not even knowing who Muddy Waters is.  But all the imitation aside, I have to say that Delux does a pretty good job with everything and they have taken the FO concept and adapted it to the PHX strip mall environment.  

Food wise, everything I have tried was ok.  They did change their sweet potato fries a year or two ago because the other ones weren't ""crispy"" enough.  The problem is that these new crispier ones have no flavor.  When they were testing out the new fries, the manager asked me and a friend to opine and we told him the truth: We said the new ones are flavorless.  I guess we were the only ones who thought so because they went ahead with that change.  That lost them 1 star from this review.  I would rather have the soggier more flavorful ones (who knows how they make these new ones so crispy anyways?).  

When I go here, it's almost always out of convenience and late at night.  Not many places of this caliber stay open until 2 am, so it's about all there is when you are in need of a late night meal in this part of town.  Their 2 star rating is based on: clearly knocking off one of my favorite places, Father's Office (minus 1 star) and for ignoring my feedback on the new crispy tasteless sweet potato fries (minus 1 star).  They also lose a star for retaining the FO prices but substituting Phoenix strip mall quality.",2,2,"The reviewer explicitly states a 2-star rating due to Delux being an imitation of Father's Office, ignoring feedback on flavorless sweet potato fries, and maintaining high prices for lower quality. While there are minor positives like late-night convenience and decent beer selection, the overall sentiment is mostly negative with significant criticisms.",True,True
"I was working for a non-profit organization and Amare was actually there. He was gracious enough to take a few pictures with some of our children who are clients, which was nice of him. 

But, as far as the food goes - it's bland. I've been here on two separate occassions other than work, and while the atmosphere is beautiful (the seats and booths are roomy and comfy and there are even more seats that stretches out to the back, leading to a small ""VIP"" section), the food is just not that great.",2,3,"The review contains positive elements such as gracious service from Amare and a beautiful, comfortable atmosphere, but these are offset by significant criticism of the food being bland and not great, resulting in a mixed overall sentiment.",True,False
"This gas station is like the bermuda triangle of gas stations!
I came here w/ a friend on a first friday, she was DD'ing and i was her passenger ""and i ride and i ride i ride through the city's backside.."" until we eventually reached E and desperatly needed petrol. Like a suspicious siren this little green long necked demon sang to us, luring us in w/ his dino siren song. As we pulled in a car was broken down near the entrance and several dudes were milling around the engine, hood propped open, pondering their next move. I grimaced at their misfortune. We filled up, i strolled inside to pay for my friend Kathy's gas and get some munchies. I walk back out to her car and pump her gas, we chat and make jokes. All the while i notice Kathy is so sketched out, ( a case of white girl from the burbs out of her comfort zone late at night down town).
Gas pumped check. We climb back in, she turns the key in the ignition, and dead silence. A mere clicking and then nothing. SSSHHHIIIIIIITTTT.
she starts panicking, i can only help but laugh at our misfortune. Two cars in the same gas station broken down.
Our situation only seemed more dire as time passed, and each car that came to Sinclair refused to help us, or just shirked us off w/ some lame excuse.
It was only until two young mexican teenagers came to our rescue that we were able to move. the other car had managed to start up, and the boys asked the men in spanish if they could give us a jump, reluctantly they agreed. The Mexican men swung their beater over towards Kathy's engine and we hooked up the cables and...LIFE!
we said our thank yous and shook hands, and then brought the teens back to their homes, much to the protest of my scared white girl associate. 
Had it not been for those wonderful people we'd have been stranded at the Bermuda Sinclair possibly till day break.",2,2,"The review describes a highly negative experience at the gas station, including a car breakdown, feelings of unease and panic, and lack of assistance from other patrons or staff. The only positive aspect was help from unrelated individuals, which does not reflect well on the gas station itself. The overall sentiment is mostly negative with a minor positive resolution, aligning with a 2-star rating.",True,True
"Went there for lunch.  Split a chopped salad and a deviled eggs.

Large portions.  Salad was a bit heavy on sauce, but I liked it.  Deviled eggs had some truffle oil which made them pretty good.  

Burger was gigantic.  Ordered onion rings that were just not good at all... must be frozen pre-bought, which sucks.  Burger kind of tasted oily bland.  Tried to add mustard, and it wasn't terrible, but for an upscale burger at $12 expected just a bit better.  Companion had sweet potato fries which were much better.

Service even though the place was dead was very slow.  Not unfriendly, but they need to realize people that go for a mid-week lunch usually don't have 1.5-2 hours to eat.

All in all, it wasn't a terrible experience.  I really like the ambience... love the modern look of brick and blackened steel.  

But I'd probably be more interested in coming here for beers and drinks with a couple appetizers, than a sit-down meal.  For a meal, there are just much better central Phoenix locations.",2,3,"The review has mixed sentiment: positive aspects include large portions, liked the salad and deviled eggs, sweet potato fries were good, and ambience was praised. Negative aspects include onion rings were not good, burger was oily and bland, service was slow, and the overall conclusion is that for a sit-down meal, there are better locations. This balance of positives and negatives aligns with a 3-star rating for mixed or neutral feelings.",True,False
"After reading all the raves about the green chili mac & cheese it was a must have - and then immediate regret. The green chilies were chewy and not peeled properly and the cheese in the mac was grainy and gritty. Yuck. Mac & cheese is by definition...cheesy and smooth. Not this. Horrible. The good side was the pulled pork sandwich and the hot BBQ was pretty darn good. All in all when I want good BBQ my choice would be Honey Bears first. But if I'm hard up and just gotta have some BBQ, I would consider Andrew's again.",2,2,"The review highlights significant negative aspects, such as the disappointing green chili mac & cheese described as 'horrible' and 'regretful,' with specific complaints about texture and preparation. While the pulled pork sandwich and BBQ are noted as positive, they are not sufficient to offset the strong negative sentiment, leading to an overall mostly negative rating.",True,True
"just wanted to chime in & say that this place is so vegetarian-UN-friendly it's not even funny. I was dragged here with family & ended up ordering a chile relleno, which was just about the only meatless item on the menu, short of a fucking cheese crisp.

it wasn't terrible, but this place is really just all kinds of lame. service was mediocre, food was mediocre. with as many awesome & authentic mexican restaurants as there are in the valley, there's no reason on earth to come back, except MAYBE to try a mango margarita.",2,2,"The review is mostly negative, citing frustration with vegetarian-unfriendly options, mediocre service and food, and no reason to return. The only minor positives are that the food 'wasn't terrible' and a potential interest in the mango margarita, but these are overshadowed by the overall disappointment.",True,True
"Be forewarned, this is quite possibly the worst mexican food spot I have ever eaten at! If you enjoy authentic mexican food, don't go here!

The only reason why I'm giving their rating 2 stars versus only 1 star was because our waitress was very polite and serviced us well. The food however was terrible! 

My husband ordered the two cheese enchilada plate, and the enchilada sauce tasted nothing like enchilada sauce! The rice looked like orange pasty mush and the beans tasted like canned beans. I ordered the chicken taco salad and this is the first time I've had cold chicken in my taco salad. I couldn't eat it! The only thing good was the appetizer sampler that we ordered. 

We were the only people there on a Friday afternoon and now I know why! Overall we overpaid for crappy food!",2,2,"The review is overwhelmingly negative, with harsh criticism of the food quality (e.g., terrible enchilada sauce, cold chicken, mushy rice and beans) and value (overpriced for 'crappy food'). The only positives are the polite waitress and one good appetizer, which slightly mitigate the rating from 1 star to 2 stars, but the overall sentiment is mostly negative.",True,True
"Try as I might I cannot give this place a thumbs-up. I've likely been in D&E 30 times over the last 10 years, always wanting to 'give them another chance'. They are close-by and the food is above average. But the service ALWAYS sucks. I seriously wonder if the servers are TRAINED to ignore customers. I'm not referring to when it is BUSY, I'm talking weeknights with a very light crowd. They all must be independently wealthy, is the only thing I can guess.",2,2,"The review acknowledges positive aspects such as above-average food and convenient location, but the consistent and severe criticism of the service, described as always poor even during uncrowded times, dominates the sentiment. The user's repeated attempts to give the place another chance over 10 years without improvement indicate strong dissatisfaction, outweighing the positives and leading to a mostly negative rating.",True,True
"The service at this location was great, until one of the servers managed to incorporate throwing up in into a conversation while I was nursing a hangover. Never a good idea to talk throwing up to a customer that is eating.duh!! This conversation led to more inappropriate words from the employee until he finally left....grrrrr!!!

Had the biscuits& gravy special ( $10.95 ), no bueno. I like my gravy simple...just some gravy with a little sausage running through,thats it. Can't stand it when there is onions, peppers, celery, carrot...yuck!! And they served those generic potatoes that are big flavorless cubes that they put in the deep fryer. Should have just had the chicken and waffle, lesson learned.",2,2,"The review starts with a positive note on initial service but is dominated by strong negative feedback: inappropriate server behavior during a sensitive moment and dissatisfaction with food quality (gravy with unwanted ingredients, flavorless potatoes), leading to an overall mostly negative sentiment.",True,True
i decided to give this place a second try i went to one of there stores right after they opened and was not impressed.finding good seafood in az is always a chalenge so i thought that f&e might be worth a try again but i was saddley mistaken on the shelf sat a few lonley packs of sea scallops and some  shrimp alot of hamburger and a few highly overpriced packs of lamb and a sh&^%t load of chicken. they seam to have alot of prepared food for people on the go or dont cook i think sprouts is a much better option,2,1,"The review is overwhelmingly negative, with the user expressing strong disappointment after a second visit. Criticisms include limited and unappealing seafood selection, overpriced lamb, an excessive amount of chicken, and a comparison to a competitor being better. The use of phrases like 'saddley mistaken' and informal strong language indicates high frustration and extreme dissatisfaction.",True,False
I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is low quality.  slow service.  sterile decor.,2,1,"The review consistently criticizes multiple aspects—pricing, portion size, food quality, service, and decor—with no positive comments, indicating extreme dissatisfaction and a strongly negative sentiment.",True,False
"Ive had dinner there a couple of times.   The bar is great and the drinks are OK.  The outdoor patio looks comfy and inviting.  It has a large outdoor fireplace.  The inside atmosphere is busy but fun.  The food is always good.  Fish and steak tacos are fantastic.  The macaroni and cheese is one of the best i have ever had and my brother who was visiting from Kansas almost O.D.'d on  the stuff.  My only issue would the lack of an obvious manager on the floor or presence of any hierarchy.  Also the lack of hats in the kitchen bothered me a little so don't look if that bothers you also.  

Stopped going back, very erratic dining experience.  Over- priced and extremely uneven service.  The wait staff seems completely untrained and unaware.",2,2,"The review praises the food, drinks, bar, patio, and atmosphere, but strongly criticizes the service, management presence, pricing, and overall consistency, leading to the reviewer stopping their visits. The positive aspects are overshadowed by the severe negative feedback on service and value.",True,True
"Consistency is an issue with the Chipotle chain. Some of their restaurants are clean and well run, some are not.  They really need to trim the chicken of the chewy parts before they chop it up and throw it in a burrito.  That really sucks.",2,2,"The review criticizes inconsistency across Chipotle locations and specifically complains about chewy chicken, using strong negative language like 'that really sucks.' Although there is a minor positive note that some restaurants are clean and well-run, the overall sentiment is predominantly negative.",True,True
Over priced.  Mediocre food.  Service so so. We won't be returning.,2,1,"The review is entirely negative, citing overpriced items, mediocre food and service, and a definitive statement against returning. There are no positive elements, indicating extreme dissatisfaction.",True,False
"Meh.

My standards for quality froyo are high since I frequent Yogurtology (Shea and Scottsdale), Yogurtland (I'm the Duke in Scottsdale), and sometimes I go to Mojo in Tempe. 

This place has ""ok"" flavors. I had the original tart, that was quite a bit tart. The toppings are ok. My friend really liked the fact that they have banana chips, but that's because we usually eat our froyo at home and we were far away from home, and she didn't have to use her personal stash. 

Since it made her happy, I gave this place an extra star. I'm cool like that.

Hmm...let's see. They have a snow machine. Not really sure what this is for. It seems out of place. 

It's far from my house, and not really worth my drive. I guess if it was by my house, and I had no other options, I'd frequent this business. 

This is the one time, and one time only that I will say this.....Thank God, I live in Old Town Scottsdale.",2,2,"The review expresses mostly negative sentiments, with the reviewer describing flavors and toppings as merely 'ok,' criticizing the snow machine as out of place, and stating the location is not worth the drive. The only positive aspect is the friend's enjoyment of banana chips, which prompted an extra star, but this does not outweigh the overall dissatisfaction and relief about living elsewhere.",True,True
"I used to go to them, but stopped several months ago.  They are more expense than other pet food stores.  I only purchase Wellness brand dog food and thier supplements.  
They were out the the supplements.  When I asked one of the guys when they were goingto get some more, he also told me that Wellness stopped making the supplements and got a little nasty with me about how Wellness was now selling at Petco.  He then steered me to another brand, which I didn't like & didn't work as well as Wellness.  I contact Wellness & at the time they were still making the supplements.   So the guy at WnW lied to me.  The rest of the staff was always friendly
Wash my dogs there?  I just heard them into the shower stall - its easier.",2,2,"The review expresses strong negative sentiment due to higher prices, out-of-stock supplements, dishonest and rude behavior from a staff member, and being misled to an inferior product, which led the customer to stop visiting. However, it acknowledges that the rest of the staff was always friendly, providing a minor positive aspect. Overall, the experience is mostly negative with few positives, aligning with a 2-star rating.",True,True
"We have mostly had good experiences here but last night was so awful so here's my review. 

Two $7 margaritas and I walked out completely sober. (Tried two different ones even!)

The waitress, Amber, tried to explain to me some frat bullshit she was told about having a drink that was cold, sweet, and sour and how you therefore don't taste the alcohol. I am usually toast after a half of one of the Top Shelf margaritas...and no joke, I could have passed any field sobriety test.

She was an awful waitress to begin with - although not intentionally - she just seemed to be way over her head and have some sort of short term memory problem.

She did however do what she could to make sure we left barely happy - but still charging me for $7 margaritas that I disliked was crap.

We are done with that place and that will be absolutely the last time we go back.",2,1,"The review expresses extreme dissatisfaction with a specific visit, citing awful service, weak drinks that were still charged, and a decision to never return. While past experiences were positive, the current negative experience dominates with strong language like 'so awful' and 'crap,' indicating high anger and disappointment.",True,False
"This pizza always tasted great but lately I feel like they have cheapened their ingredients. I realize its $5 pizza but it just tastes different to me now. If it weren't for the flavored crust I would not come back. 
But the main reason I have not returned to Hungry Howie's is because the last time I wanted to place a pick up order I was turned down. I asked for a reason and was told that they received a very large company order and they were not taking regular orders at that moment. 
You'd think they would be able to accommodate everyone even if a large order was placed.",2,2,"The review has mixed elements: positive mentions of past taste and flavored crust, but strong negative points about cheapened ingredients, changed taste, and a service refusal due to a large order. The overall sentiment is mostly negative, as the customer has stopped returning, with only one minor positive keeping them from a 1-star rating.",True,True
"It depends on what you're looking for I guess. I was putting together a new household and needed housewares and the various crapstuffs to make my house seem more like a home. Also I would have liked to have found some toys and furniture for the boy.

It's pretty well picked over, and for the most part priced . .  um . . . optimistically. 

The Goodwills vary greatly from location to location. The store on Chandler Boulevard in Ahwatukee foothills gets some really nice cast-offs. I have a feeling this one on 16th St. is in an area where there's too much competition from other thrifts for good donations, and where shopping thrift stores is so well-accepted that they can still drive their prices up on whatever stuff they get. 

I think there's a condition in the DSM-IV called ""Thrift Store Delusion Complex"" wherein people willingly pay prices nearly equal to new and think they're getting a deal. I'm all for helping the disadvantaged, but the idea of a thrift store is  . . . ahem . . . thrift.",2,2,"The review is mostly negative, focusing on the store being picked over and having optimistically high prices, with sarcastic criticism like 'Thrift Store Delusion Complex.' While there are minor positive elements (e.g., appreciation for helping the disadvantaged and praise for another location), they don't pertain to this specific store, leading to a mostly negative sentiment.",True,True
"Great location.  Nice decor.  The food was adequate, but $13 for the turkey pastrami sandwich was a little high for a lunch.  I guess those chandeliers are expensive and rent at the Waterfront cannot be cheap.  Our server was poorly trained.  She placed the food in front of me instead of the lady first. I asked for water and the server brought only one glass of water and didn't bother to ask about the lady's needs.  This venue is not for those who appreciate fine or even appropriate service.  Sam needs to educate his young servers on the finer points of courtesy.  Our server was also extremely bored with her job, her life, and her existence.  That's the impression we received.",2,2,"The review acknowledges positive aspects such as great location and nice decor, but the overall sentiment is negative due to criticisms of overpriced food, poorly trained and inattentive service, and the server's apparent boredom. The positives are overshadowed by significant service failures, leading to a mostly negative experience.",True,True
"This review is based strictly on their burgers.  Why?

I had just downloaded the Yelp mobile app and Harlow's was among the top burger search results for Tempe.

I know it's a great breakfast/sandwich/diner type place, but had never thought of it as a burger destination, until the Yelp mobile results.  So I headed on over.  Here's what I found:

It's not a burger destination.   

They offer 5 or so, starting with a basic burger, then different variations based on toppings... green chile, texas chile, bacon focused, etc.  I kept with the basic, plus cheese.  For $8 you get the basic burger with fries, and the variations bump it another dollar or two.  Drinks are extra.  

The menu said theirs were char grilled, but I think they are steam table cooked - no char or smokey taste on mine.  Likewise, I appreciate the regular menu featuring a lot of local product sources,  but I'd guess these are from a frozen patty national vendor.  It wasn't bad, but it reminded me of many tailgates where we bought the big pack of frozen patties and simply reheated and cooked them on a grill.

The service was good and fast.  The fries were decent, though nothing unique (also from a frozen bag?).  The bun was ok, and it came with pickle, onion and lettuce.  But it's still unclear if they made them there or used an external source for the patty.  

Bottom line:  After tip, I paid $12 for a burger, fires and coke.  There was no ""wow moment.""  If they produced something unique it might be worth it.  As it stands, I'd definitely recommend the place for other things, but not burgers. It's not their forte.",2,2,"The review is primarily negative about the burgers, criticizing the cooking method, lack of char, potential use of frozen patties, and absence of a 'wow moment,' while noting the service and fries were decent but not enough to offset the disappointment. The reviewer explicitly states they would not recommend the place for burgers, aligning with a mostly negative sentiment.",True,True
"I used to frequent this place when it was Long Wong's.  The food wasn't good back then but it was open 24/7 and always available.

Since the change in ownership, I have been repeatedly disappointed.  The size of the menu has gone down drastically (which is understandable, Long Wong's menu was way too big).  They only serve slices of pizza at certain times of the day now (noonish until 3pm supposedly I think? and again some time in the evening) and you never know if they will actually have slices.  I understand that maybe they don't sell that many slices in the off hours, but I would gladly take a slice of pizza that was an hour or two old over none at all.  Not to mention even at 3pm it is not uncommon to get a pretty old slice anyways.

The burgers are so-so.  Better than McDonald's, but just really not that good.

I've only had the cheesesteak once, and boy was it a disaster.  I bit into it and what must have been a full cup of liquid poured out of it.  I'm not sure how this was possible, but it was almost like it was sabotaged.  I'm sure this was a one-off problem and that they are not normally like that, but I was horrified and have not tried another.

The owner is eager and you can tell he is really trying to make the business work.  However, the staff he hires can be very rude sometimes.  I've heard some snotty tones of voice saying they had no slices when I've tried to order a slice of pizza during the off hours and have been refused a simple refill of my soda when my order took far longer than expected.  That said, I have not been there in a few months so this may have changed.",2,2,"The review is predominantly negative, with multiple complaints about food quality (e.g., poor burgers, disastrous cheesesteak), unreliable pizza slice availability, and rude staff behavior. While there are minor positive notes about the owner's eagerness and understanding of menu reduction, these do not outweigh the significant issues described, leading to a mostly negative sentiment.",True,True
"The food was AMAZING...
The service was mediocre.
The hostess ruined our entire experience.",2,2,"The food was extremely positive, but the mediocre service and the hostess ruining the entire experience created a mostly negative sentiment, outweighing the positive aspect.",True,True
This place has not gotten any better over the past 10 years. The service is still bad and they are always running out of food and the food isn't that great either.  Will have to say that I will not be going back to this location or the one off of Glendale and 19th ave.,2,1,"The review is entirely negative, with no positive aspects mentioned. The customer criticizes the service as 'bad,' notes consistent food shortages, and states the food quality is poor. They explicitly declare they will not return, indicating extreme dissatisfaction and anger, which aligns with a 1-star rating.",True,False
"I used to frequent the Lost Leaf almost daily starting the day they opened, unfortunately I cannot say the same anymore. I used to love the refrigerator full of beers, the music, and the cool little home, not to mention the biggest thing, the promise of a full bar. Now, everytime I go there it's full of douchebags, they are out of the beer I want, and the music has somehow become sucky. Perhaps the biggest kicker... there is still no full bar! The servers are surly kids, who have the audacity to tell you were you cannot stand, seemingly forgetting they work in the hospitality industry. If this were a city with a ton of good bars, that would never fly. But since they are one of the only games in the area, most people go back just out of convienence. The last time I was there, we coaxed a bum to dance to 1920's tunes that were being played out of the treehouse out front. That was about the only redeeming quality. And I swear if I see one more dude with girls jeans trying to look cool with a bomber of the worst beer imaginable I'm gonna snap.

Thanks for ruining what could have been an awesome hang out spot guys.",2,1,"The review is overwhelmingly negative, with intense frustration expressed over multiple issues: poor beer selection, sucky music, lack of a full bar, rude servers, and an unpleasant crowd. The only positive mentions are nostalgic or minor (e.g., a past redeeming event), but they are heavily outweighed by current complaints. The tone is angry and accusatory, with statements like 'ruining what could have been an awesome hang out spot,' indicating extreme dissatisfaction.",True,False
"I've lived at Mark Taylor properties for about five or six years now and I have to say, they have declined greatly in the last few years.  When I first started living at my first MT property, the front office staff took the time to get to know you, knew you by name, kept abreast of any ongoing issues and were proactive about things.  

Now, they really seem to be nothing more than shills for what Mark Taylor has become, reacting to issues only when implored to do so.  Rent constantly goes up, even for those of us that have shown property loyalty years over.  Additional ""fees"" are even being added on for services that you may or may not even use -- either way you have to pay.  

The only reason that I didn't give them one star is because of the maintenance staff.  They are what the front office staff used to be.  Friendly, polite and very responsive to your problems.  They, in fact, have a pretty similar opinion of the ""front office"" folks as I do.  That is pretty telling.",2,2,"The review expresses significant dissatisfaction with the decline in front office service, constant rent increases, and additional fees, which dominate the sentiment. However, the positive mention of the maintenance staff's responsiveness and friendliness prevents a one-star rating, resulting in a mostly negative assessment with a few positives.",True,True
"Q: How many people and how many minutes does it take to make a ""toasty"" sub?
A: At Quiznos?  A LOT.

The food is decent, especially the tuna melt, and $5 for a large is a great deal.  But this place is SO incredibly slow, every time I go there I swear it's the last time.  Alas, living across the street from it I have caved and gone back a few times...  But seriously, don't come here if you've got groceries in the trunk, kids waiting in the car, or anywhere you need to be in the next hour.  

Also: I can't stand the oregano powder crap they dump on every sub.  Come on, Quiznos, there's gotta be a better-tasting distinctive touch.  I always tell them to leave this stuff off, and half the time they put it on anyway. 

FYI - once the sandwich is out of the toasting machine, toppings are available by request only.  No one's gonna ask what you want on it like at Subway.  You really have to speak up if you want onions, olives, or whatever else they've got hiding back there.

Please God grant me the willpower to stop coming back to this Quiznos!!!!!!",2,2,"The review highlights positive aspects such as decent food (especially the tuna melt) and great value ($5 for a large sub), but these are overshadowed by strong negative complaints about extreme slowness, inconvenient service (e.g., toppings by request only, oregano powder applied despite requests), and the reviewer's frustration to the point of seeking willpower to stop returning. The overall sentiment is mostly negative with minor positives, fitting a 2-star rating.",True,True
"2.5 stars-
went to Lolo's for lunch on a Sunday- the place was nice and busy- waited maybe 3 minutes for a table.  Were seated but had to wait an additional 20 minutes for a high chair as the 2 they had onsite were being used.  Ordered the Te-Te's (2 chicken legs and 1 waffle) along with French Fries and Beans Over Rice.  Food came out with my entree about 4 minutes before my friend's did.  We were never brought out the fries or beans and rice- reason for it per the server- there was a big party (8ppl) slowing the kitchen up.

Food was good, not great, staff was very nice and hospitable. I will go back to give this place another shot- try something different on the menu as the waffles were super heavy and doughy.  Chicken was cooked to perfection- I swear I could have eaten 10 pieces!!",2,3,"The review presents a mixed sentiment. Positive aspects include quick seating, very nice and hospitable staff, perfectly cooked chicken, and the intention to return. Negative aspects include a 20-minute wait for a high chair, missing sides (fries and beans over rice) due to kitchen delays from a large party, and waffles described as heavy and doughy. The overall experience is neutral with both satisfactory and problematic elements, aligning with a 3-star rating.",True,False
